Provider Number,Condition,Score
490105,Heart Attack or Chest Pain Process of Care Measures,N/A
670052,Surgical Care Improvement Project Process of Care Measures,71
161333,Surgical Care Improvement Project Process of Care Measures,N/A
171354,Surgical Care Improvement Project Process of Care Measures,N/A
50014,Pneumonia Process of Care Measures,100
410013,Surgical Care Improvement Project Process of Care Measures,N/A
230275,Surgical Care Improvement Project Process of Care Measures,N/A
521335,Heart Attack or Chest Pain Process of Care Measures,100
301303,Heart Attack or Chest Pain Process of Care Measures,11
131320,Heart Attack or Chest Pain Process of Care Measures,N/A
220162,Heart Attack or Chest Pain Process of Care Measures,N/A
330088,Surgical Care Improvement Project Process of Care Measures,94
450400,Heart Attack or Chest Pain Process of Care Measures,100
30014,Surgical Care Improvement Project Process of Care Measures,96
450039,Pneumonia Process of Care Measures,88
230055,Heart Attack or Chest Pain Process of Care Measures,N/A
210015,Surgical Care Improvement Project Process of Care Measures,98
10108,Surgical Care Improvement Project Process of Care Measures,85
50425,Pneumonia Process of Care Measures,93
450824,Heart Attack or Chest Pain Process of Care Measures,3
520063,Surgical Care Improvement Project Process of Care Measures,85
330263,Surgical Care Improvement Project Process of Care Measures,75
231334,Heart Attack or Chest Pain Process of Care Measures,67
50680,Surgical Care Improvement Project Process of Care Measures,85
140077,Surgical Care Improvement Project Process of Care Measures,78
330214,Heart Attack or Chest Pain Process of Care Measures,100
440029,Surgical Care Improvement Project Process of Care Measures,91
22001F,Heart Failure Process of Care Measures,N/A
450389,Surgical Care Improvement Project Process of Care Measures,86
450024,Surgical Care Improvement Project Process of Care Measures,98
250040,Heart Attack or Chest Pain Process of Care Measures,10
161332,Surgical Care Improvement Project Process of Care Measures,100
450891,Surgical Care Improvement Project Process of Care Measures,90
340096,Surgical Care Improvement Project Process of Care Measures,95
140012,Pneumonia Process of Care Measures,95
110026,Surgical Care Improvement Project Process of Care Measures,100
670049,Pneumonia Process of Care Measures,N/A
170190,Surgical Care Improvement Project Process of Care Measures,98
440183,Pneumonia Process of Care Measures,92
150168,Heart Attack or Chest Pain Process of Care Measures,N/A
241327,Heart Attack or Chest Pain Process of Care Measures,N/A
10152,Surgical Care Improvement Project Process of Care Measures,92
05128F,Pneumonia Process of Care Measures,95
400120,Heart Attack or Chest Pain Process of Care Measures,92
381309,Pneumonia Process of Care Measures,94
341324,Heart Attack or Chest Pain Process of Care Measures,N/A
180024,Pneumonia Process of Care Measures,97
140063,Surgical Care Improvement Project Process of Care Measures,N/A
230259,Heart Attack or Chest Pain Process of Care Measures,52
360133,Surgical Care Improvement Project Process of Care Measures,97
40002,Pneumonia Process of Care Measures,100
150125,Pneumonia Process of Care Measures,94
320069,Heart Attack or Chest Pain Process of Care Measures,100
360355,Heart Failure Process of Care Measures,N/A
320038,Surgical Care Improvement Project Process of Care Measures,100
330106,Surgical Care Improvement Project Process of Care Measures,98
380029,Heart Attack or Chest Pain Process of Care Measures,95
460005,Pneumonia Process of Care Measures,100
150128,Heart Attack or Chest Pain Process of Care Measures,100
190005,Pneumonia Process of Care Measures,84
330202,Heart Attack or Chest Pain Process of Care Measures,100
281360,Heart Attack or Chest Pain Process of Care Measures,100
240022,Pneumonia Process of Care Measures,83
40074,Pneumonia Process of Care Measures,92
381308,Heart Attack or Chest Pain Process of Care Measures,N/A
30121,Surgical Care Improvement Project Process of Care Measures,98
160112,Heart Failure Process of Care Measures,100
510048,Pneumonia Process of Care Measures,95
490002,Pneumonia Process of Care Measures,99
100142,Pneumonia Process of Care Measures,86
10164,Heart Attack or Chest Pain Process of Care Measures,70
100292,Surgical Care Improvement Project Process of Care Measures,94
140231,Heart Attack or Chest Pain Process of Care Measures,85
241349,Heart Failure Process of Care Measures,N/A
100287,Heart Attack or Chest Pain Process of Care Measures,100
451337,Surgical Care Improvement Project Process of Care Measures,N/A
330211,Heart Attack or Chest Pain Process of Care Measures,97
441314,Heart Attack or Chest Pain Process of Care Measures,N/A
520198,Heart Attack or Chest Pain Process of Care Measures,100
330396,Heart Attack or Chest Pain Process of Care Measures,N/A
150089,Pneumonia Process of Care Measures,99
10061,Heart Attack or Chest Pain Process of Care Measures,N/A
420103,Heart Failure Process of Care Measures,100
30103,Heart Attack or Chest Pain Process of Care Measures,99
50746,Heart Attack or Chest Pain Process of Care Measures,99
370006,Surgical Care Improvement Project Process of Care Measures,100
450007,Heart Attack or Chest Pain Process of Care Measures,100
330235,Surgical Care Improvement Project Process of Care Measures,89
10016,Surgical Care Improvement Project Process of Care Measures,91
251318,Surgical Care Improvement Project Process of Care Measures,N/A
241333,Pneumonia Process of Care Measures,100
361306,Pneumonia Process of Care Measures,91
330009,Heart Attack or Chest Pain Process of Care Measures,88
140206,Heart Failure Process of Care Measures,100
50128,Surgical Care Improvement Project Process of Care Measures,100
360054,Heart Attack or Chest Pain Process of Care Measures,N/A
50055,Pneumonia Process of Care Measures,99
100269,Heart Attack or Chest Pain Process of Care Measures,N/A
250061,Surgical Care Improvement Project Process of Care Measures,N/A
450853,Surgical Care Improvement Project Process of Care Measures,92
240004,Pneumonia Process of Care Measures,90
450214,Surgical Care Improvement Project Process of Care Measures,82
370013,Surgical Care Improvement Project Process of Care Measures,92
360133,Heart Attack or Chest Pain Process of Care Measures,100
10065,Heart Attack or Chest Pain Process of Care Measures,98
240036,Pneumonia Process of Care Measures,98
140051,Surgical Care Improvement Project Process of Care Measures,100
450078,Surgical Care Improvement Project Process of Care Measures,N/A
380056,Heart Failure Process of Care Measures,80
210004,Heart Failure Process of Care Measures,99
160032,Pneumonia Process of Care Measures,100
451309,Heart Failure Process of Care Measures,N/A
50516,Heart Attack or Chest Pain Process of Care Measures,100
361314,Surgical Care Improvement Project Process of Care Measures,100
140115,Surgical Care Improvement Project Process of Care Measures,100
370172,Surgical Care Improvement Project Process of Care Measures,100
230077,Pneumonia Process of Care Measures,81
381321,Heart Attack or Chest Pain Process of Care Measures,100
461303,Pneumonia Process of Care Measures,83
50616,Heart Attack or Chest Pain Process of Care Measures,100
100268,Heart Attack or Chest Pain Process of Care Measures,N/A
280061,Surgical Care Improvement Project Process of Care Measures,100
230035,Pneumonia Process of Care Measures,98
360134,Pneumonia Process of Care Measures,100
390065,Surgical Care Improvement Project Process of Care Measures,98
191303,Heart Attack or Chest Pain Process of Care Measures,N/A
461306,Heart Attack or Chest Pain Process of Care Measures,N/A
310112,Pneumonia Process of Care Measures,95
10144,Heart Attack or Chest Pain Process of Care Measures,95
330236,Pneumonia Process of Care Measures,69
200031,Surgical Care Improvement Project Process of Care Measures,96
490060,Heart Attack or Chest Pain Process of Care Measures,100
111330,Heart Attack or Chest Pain Process of Care Measures,96
490123,Heart Attack or Chest Pain Process of Care Measures,100
241376,Heart Attack or Chest Pain Process of Care Measures,N/A
670019,Heart Failure Process of Care Measures,40
50754,Surgical Care Improvement Project Process of Care Measures,N/A
200019,Surgical Care Improvement Project Process of Care Measures,91
340090,Pneumonia Process of Care Measures,67
110186,Heart Failure Process of Care Measures,100
50236,Pneumonia Process of Care Measures,94
120005,Heart Attack or Chest Pain Process of Care Measures,99
281340,Heart Failure Process of Care Measures,N/A
320062,Surgical Care Improvement Project Process of Care Measures,N/A
250061,Heart Attack or Chest Pain Process of Care Measures,N/A
190005,Heart Attack or Chest Pain Process of Care Measures,97
50077,Pneumonia Process of Care Measures,97
41303,Surgical Care Improvement Project Process of Care Measures,N/A
420071,Heart Failure Process of Care Measures,95
100156,Heart Failure Process of Care Measures,100
180066,Surgical Care Improvement Project Process of Care Measures,100
190060,Pneumonia Process of Care Measures,95
45060F,Surgical Care Improvement Project Process of Care Measures,99
250023,Heart Attack or Chest Pain Process of Care Measures,N/A
471300,Surgical Care Improvement Project Process of Care Measures,N/A
450644,Surgical Care Improvement Project Process of Care Measures,76
450718,Pneumonia Process of Care Measures,100
340037,Pneumonia Process of Care Measures,98
110153,Heart Attack or Chest Pain Process of Care Measures,100
50581,Heart Attack or Chest Pain Process of Care Measures,96
510013,Surgical Care Improvement Project Process of Care Measures,N/A
181314,Heart Attack or Chest Pain Process of Care Measures,N/A
241370,Heart Attack or Chest Pain Process of Care Measures,N/A
390231,Surgical Care Improvement Project Process of Care Measures,86
310028,Surgical Care Improvement Project Process of Care Measures,88
161380,Pneumonia Process of Care Measures,100
330102,Pneumonia Process of Care Measures,97
231331,Pneumonia Process of Care Measures,79
240006,Pneumonia Process of Care Measures,82
210012,Pneumonia Process of Care Measures,93
520102,Heart Attack or Chest Pain Process of Care Measures,100
50744,Heart Attack or Chest Pain Process of Care Measures,94
240040,Heart Attack or Chest Pain Process of Care Measures,89
60116,Surgical Care Improvement Project Process of Care Measures,89
110087,Pneumonia Process of Care Measures,98
140124,Surgical Care Improvement Project Process of Care Measures,83
240187,Heart Attack or Chest Pain Process of Care Measures,80
160067,Surgical Care Improvement Project Process of Care Measures,96
280077,Heart Attack or Chest Pain Process of Care Measures,100
370210,Pneumonia Process of Care Measures,N/A
670004,Heart Attack or Chest Pain Process of Care Measures,N/A
360019,Heart Failure Process of Care Measures,100
44016F,Pneumonia Process of Care Measures,100
50111,Pneumonia Process of Care Measures,N/A
390204,Surgical Care Improvement Project Process of Care Measures,99
50688,Surgical Care Improvement Project Process of Care Measures,95
201302,Heart Attack or Chest Pain Process of Care Measures,N/A
100084,Pneumonia Process of Care Measures,98
331304,Heart Attack or Chest Pain Process of Care Measures,N/A
450641,Pneumonia Process of Care Measures,100
260023,Surgical Care Improvement Project Process of Care Measures,89
150109,Heart Attack or Chest Pain Process of Care Measures,N/A
61325,Surgical Care Improvement Project Process of Care Measures,N/A
110201,Surgical Care Improvement Project Process of Care Measures,97
