Provider Number,Condition,Score
33009F,Heart Attack or Chest Pain Process of Care Measures,100
190008,Pneumonia Process of Care Measures,98
330405,Heart Failure Process of Care Measures,N/A
140019,Heart Attack or Chest Pain Process of Care Measures,92
670019,Surgical Care Improvement Project Process of Care Measures,81
140145,Heart Attack or Chest Pain Process of Care Measures,N/A
90001,Pneumonia Process of Care Measures,95
450508,Pneumonia Process of Care Measures,90
381320,Heart Failure Process of Care Measures,88
210016,Surgical Care Improvement Project Process of Care Measures,94
520066,Heart Attack or Chest Pain Process of Care Measures,N/A
420018,Pneumonia Process of Care Measures,91
241323,Surgical Care Improvement Project Process of Care Measures,100
490106,Surgical Care Improvement Project Process of Care Measures,N/A
380004,Heart Attack or Chest Pain Process of Care Measures,99
40069,Heart Attack or Chest Pain Process of Care Measures,5
510059,Heart Attack or Chest Pain Process of Care Measures,N/A
420072,Heart Attack or Chest Pain Process of Care Measures,N/A
10061,Pneumonia Process of Care Measures,81
14004F,Heart Attack or Chest Pain Process of Care Measures,N/A
171322,Pneumonia Process of Care Measures,40
330024,Pneumonia Process of Care Measures,95
45074F,Surgical Care Improvement Project Process of Care Measures,87
150076,Heart Attack or Chest Pain Process of Care Measures,7
100132,Heart Attack or Chest Pain Process of Care Measures,N/A
371319,Pneumonia Process of Care Measures,60
460019,Pneumonia Process of Care Measures,85
381319,Surgical Care Improvement Project Process of Care Measures,N/A
140010,Heart Attack or Chest Pain Process of Care Measures,N/A
450102,Heart Attack or Chest Pain Process of Care Measures,96
01021F,Heart Attack or Chest Pain Process of Care Measures,N/A
521352,Pneumonia Process of Care Measures,80
40062,Surgical Care Improvement Project Process of Care Measures,95
141311,Surgical Care Improvement Project Process of Care Measures,100
150129,Heart Attack or Chest Pain Process of Care Measures,67
370192,Pneumonia Process of Care Measures,N/A
170195,Pneumonia Process of Care Measures,N/A
670055,Pneumonia Process of Care Measures,97
390046,Surgical Care Improvement Project Process of Care Measures,96
111326,Heart Attack or Chest Pain Process of Care Measures,N/A
110026,Surgical Care Improvement Project Process of Care Measures,73
200019,Heart Failure Process of Care Measures,100
50126,Heart Failure Process of Care Measures,86
440003,Heart Attack or Chest Pain Process of Care Measures,96
100313,Surgical Care Improvement Project Process of Care Measures,N/A
230156,Heart Attack or Chest Pain Process of Care Measures,100
390318,Surgical Care Improvement Project Process of Care Measures,N/A
50567,Heart Attack or Chest Pain Process of Care Measures,N/A
240088,Heart Attack or Chest Pain Process of Care Measures,93
521355,Pneumonia Process of Care Measures,57
490053,Heart Attack or Chest Pain Process of Care Measures,93
440067,Surgical Care Improvement Project Process of Care Measures,N/A
450886,Surgical Care Improvement Project Process of Care Measures,100
490011,Heart Attack or Chest Pain Process of Care Measures,N/A
320060,Heart Attack or Chest Pain Process of Care Measures,0
400111,Heart Failure Process of Care Measures,95
250009,Pneumonia Process of Care Measures,98
310069,Surgical Care Improvement Project Process of Care Measures,N/A
30012,Surgical Care Improvement Project Process of Care Measures,99
10128,Heart Attack or Chest Pain Process of Care Measures,118
10008,Heart Failure Process of Care Measures,57
520017,Heart Attack or Chest Pain Process of Care Measures,97
110025,Surgical Care Improvement Project Process of Care Measures,97
260057,Heart Attack or Chest Pain Process of Care Measures,N/A
390061,Heart Attack or Chest Pain Process of Care Measures,86
520017,Pneumonia Process of Care Measures,98
450615,Heart Failure Process of Care Measures,90
50291,Surgical Care Improvement Project Process of Care Measures,98
180053,Surgical Care Improvement Project Process of Care Measures,81
310022,Heart Failure Process of Care Measures,99
50674,Pneumonia Process of Care Measures,95
360009,Surgical Care Improvement Project Process of Care Measures,96
250060,Surgical Care Improvement Project Process of Care Measures,N/A
270074,Surgical Care Improvement Project Process of Care Measures,N/A
10069,Heart Attack or Chest Pain Process of Care Measures,100
140250,Pneumonia Process of Care Measures,100
230096,Heart Attack or Chest Pain Process of Care Measures,N/A
451330,Heart Attack or Chest Pain Process of Care Measures,N/A
670064,Heart Attack or Chest Pain Process of Care Measures,N/A
361300,Heart Failure Process of Care Measures,67
440073,Surgical Care Improvement Project Process of Care Measures,94
220019,Surgical Care Improvement Project Process of Care Measures,85
190205,Surgical Care Improvement Project Process of Care Measures,99
301308,Pneumonia Process of Care Measures,92
510071,Heart Failure Process of Care Measures,98
70005,Surgical Care Improvement Project Process of Care Measures,83
400007,Surgical Care Improvement Project Process of Care Measures,N/A
531307,Surgical Care Improvement Project Process of Care Measures,67
190011,Surgical Care Improvement Project Process of Care Measures,95
39013F,Heart Attack or Chest Pain Process of Care Measures,N/A
23005F,Pneumonia Process of Care Measures,100
61326,Pneumonia Process of Care Measures,82
440104,Heart Attack or Chest Pain Process of Care Measures,99
241374,Surgical Care Improvement Project Process of Care Measures,N/A
310054,Surgical Care Improvement Project Process of Care Measures,89
380009,Surgical Care Improvement Project Process of Care Measures,97
05128F,Heart Attack or Chest Pain Process of Care Measures,100
420055,Surgical Care Improvement Project Process of Care Measures,92
10058,Surgical Care Improvement Project Process of Care Measures,N/A
340115,Heart Attack or Chest Pain Process of Care Measures,95
370139,Heart Attack or Chest Pain Process of Care Measures,100
70018,Pneumonia Process of Care Measures,90
41318,Surgical Care Improvement Project Process of Care Measures,N/A
260025,Surgical Care Improvement Project Process of Care Measures,95
10039,Surgical Care Improvement Project Process of Care Measures,99
220077,Surgical Care Improvement Project Process of Care Measures,100
171382,Heart Attack or Chest Pain Process of Care Measures,N/A
110205,Heart Attack or Chest Pain Process of Care Measures,153
241372,Heart Attack or Chest Pain Process of Care Measures,N/A
510031,Pneumonia Process of Care Measures,93
100012,Pneumonia Process of Care Measures,86
450241,Surgical Care Improvement Project Process of Care Measures,N/A
371318,Heart Attack or Chest Pain Process of Care Measures,N/A
231314,Heart Attack or Chest Pain Process of Care Measures,N/A
450644,Heart Failure Process of Care Measures,100
380033,Surgical Care Improvement Project Process of Care Measures,N/A
271338,Surgical Care Improvement Project Process of Care Measures,N/A
340098,Heart Attack or Chest Pain Process of Care Measures,100
381304,Pneumonia Process of Care Measures,88
441300,Pneumonia Process of Care Measures,88
14004F,Heart Failure Process of Care Measures,100
40003F,Surgical Care Improvement Project Process of Care Measures,100
50174,Heart Attack or Chest Pain Process of Care Measures,4
140187,Pneumonia Process of Care Measures,96
300020,Pneumonia Process of Care Measures,99
140242,Pneumonia Process of Care Measures,92
210008,Pneumonia Process of Care Measures,98
260064,Pneumonia Process of Care Measures,94
510055,Surgical Care Improvement Project Process of Care Measures,99
400016,Surgical Care Improvement Project Process of Care Measures,93
331311,Surgical Care Improvement Project Process of Care Measures,N/A
50018,Heart Attack or Chest Pain Process of Care Measures,N/A
40085,Heart Failure Process of Care Measures,99
30112,Surgical Care Improvement Project Process of Care Measures,100
330332,Surgical Care Improvement Project Process of Care Measures,97
340015,Pneumonia Process of Care Measures,100
361330,Heart Failure Process of Care Measures,50
441309,Heart Failure Process of Care Measures,87
230072,Surgical Care Improvement Project Process of Care Measures,97
51302,Heart Attack or Chest Pain Process of Care Measures,N/A
390138,Pneumonia Process of Care Measures,99
500052,Heart Failure Process of Care Measures,N/A
100030,Surgical Care Improvement Project Process of Care Measures,89
390067,Surgical Care Improvement Project Process of Care Measures,100
280040,Heart Attack or Chest Pain Process of Care Measures,100
260211,Heart Failure Process of Care Measures,N/A
430096,Surgical Care Improvement Project Process of Care Measures,41
241333,Surgical Care Improvement Project Process of Care Measures,N/A
100052,Heart Attack or Chest Pain Process of Care Measures,83
160080,Heart Attack or Chest Pain Process of Care Measures,50
390052,Surgical Care Improvement Project Process of Care Measures,95
450373,Surgical Care Improvement Project Process of Care Measures,N/A
70010,Heart Attack or Chest Pain Process of Care Measures,100
100277,Heart Failure Process of Care Measures,100
330094,Surgical Care Improvement Project Process of Care Measures,90
381322,Heart Attack or Chest Pain Process of Care Measures,N/A
531311,Heart Attack or Chest Pain Process of Care Measures,N/A
140015,Pneumonia Process of Care Measures,94
220177,Pneumonia Process of Care Measures,100
520198,Heart Attack or Chest Pain Process of Care Measures,83
111326,Pneumonia Process of Care Measures,89
50324,Heart Failure Process of Care Measures,100
490041,Heart Failure Process of Care Measures,99
190079,Heart Failure Process of Care Measures,84
330049,Surgical Care Improvement Project Process of Care Measures,98
141339,Surgical Care Improvement Project Process of Care Measures,98
310061,Heart Attack or Chest Pain Process of Care Measures,N/A
50748,Pneumonia Process of Care Measures,100
450578,Surgical Care Improvement Project Process of Care Measures,N/A
10083,Surgical Care Improvement Project Process of Care Measures,100
450389,Surgical Care Improvement Project Process of Care Measures,86
150030,Heart Attack or Chest Pain Process of Care Measures,100
10040,Surgical Care Improvement Project Process of Care Measures,93
490112,Pneumonia Process of Care Measures,98
110215,Pneumonia Process of Care Measures,87
360037,Heart Failure Process of Care Measures,94
450462,Heart Attack or Chest Pain Process of Care Measures,96
371313,Heart Failure Process of Care Measures,100
360239,Heart Failure Process of Care Measures,100
230208,Surgical Care Improvement Project Process of Care Measures,78
110007,Heart Attack or Chest Pain Process of Care Measures,100
220016,Heart Attack or Chest Pain Process of Care Measures,100
51301,Heart Attack or Chest Pain Process of Care Measures,N/A
100006,Heart Attack or Chest Pain Process of Care Measures,95
330008,Heart Failure Process of Care Measures,97
220177,Heart Attack or Chest Pain Process of Care Measures,4
301312,Heart Attack or Chest Pain Process of Care Measures,100
110036,Pneumonia Process of Care Measures,98
220119,Pneumonia Process of Care Measures,90
100038,Surgical Care Improvement Project Process of Care Measures,99
50236,Heart Attack or Chest Pain Process of Care Measures,80
21020F,Heart Attack or Chest Pain Process of Care Measures,100
241346,Heart Attack or Chest Pain Process of Care Measures,N/A
370158,Surgical Care Improvement Project Process of Care Measures,100
450596,Heart Attack or Chest Pain Process of Care Measures,N/A
