Provider Number,Condition,Score
240053,Heart Attack or Chest Pain Process of Care Measures,N/A
340091,Heart Failure Process of Care Measures,100
450079,Heart Attack or Chest Pain Process of Care Measures,N/A
40036,Pneumonia Process of Care Measures,88
140286,Pneumonia Process of Care Measures,97
450831,Surgical Care Improvement Project Process of Care Measures,100
150091,Heart Attack or Chest Pain Process of Care Measures,N/A
450370,Pneumonia Process of Care Measures,93
10055,Heart Attack or Chest Pain Process of Care Measures,N/A
450148,Heart Attack or Chest Pain Process of Care Measures,100
450042,Heart Attack or Chest Pain Process of Care Measures,96
520059,Surgical Care Improvement Project Process of Care Measures,100
50018,Heart Attack or Chest Pain Process of Care Measures,N/A
670059,Heart Attack or Chest Pain Process of Care Measures,N/A
180132,Heart Attack or Chest Pain Process of Care Measures,98
360262,Surgical Care Improvement Project Process of Care Measures,97
201303,Surgical Care Improvement Project Process of Care Measures,100
100285,Heart Attack or Chest Pain Process of Care Measures,88
340068,Heart Failure Process of Care Measures,91
220063,Surgical Care Improvement Project Process of Care Measures,98
50557,Heart Attack or Chest Pain Process of Care Measures,100
270049,Heart Failure Process of Care Measures,92
360008,Heart Attack or Chest Pain Process of Care Measures,N/A
140002,Heart Attack or Chest Pain Process of Care Measures,6
531307,Surgical Care Improvement Project Process of Care Measures,N/A
240207,Heart Failure Process of Care Measures,100
450280,Heart Attack or Chest Pain Process of Care Measures,N/A
190208,Surgical Care Improvement Project Process of Care Measures,N/A
250044,Heart Attack or Chest Pain Process of Care Measures,100
141333,Heart Attack or Chest Pain Process of Care Measures,N/A
190041,Surgical Care Improvement Project Process of Care Measures,90
320001,Surgical Care Improvement Project Process of Care Measures,99
90008,Pneumonia Process of Care Measures,67
430082,Heart Attack or Chest Pain Process of Care Measures,N/A
161358,Heart Attack or Chest Pain Process of Care Measures,N/A
171350,Surgical Care Improvement Project Process of Care Measures,N/A
360261,Heart Attack or Chest Pain Process of Care Measures,N/A
370057,Pneumonia Process of Care Measures,87
150008,Heart Attack or Chest Pain Process of Care Measures,100
161379,Surgical Care Improvement Project Process of Care Measures,100
50749,Pneumonia Process of Care Measures,N/A
220060,Heart Failure Process of Care Measures,98
310057,Heart Failure Process of Care Measures,98
250049,Heart Attack or Chest Pain Process of Care Measures,N/A
50485,Heart Attack or Chest Pain Process of Care Measures,99
320017,Heart Attack or Chest Pain Process of Care Measures,11
140276,Surgical Care Improvement Project Process of Care Measures,93
50055,Surgical Care Improvement Project Process of Care Measures,100
370029,Surgical Care Improvement Project Process of Care Measures,100
390266,Surgical Care Improvement Project Process of Care Measures,97
450283,Heart Attack or Chest Pain Process of Care Measures,N/A
230180,Heart Attack or Chest Pain Process of Care Measures,120
161330,Heart Attack or Chest Pain Process of Care Measures,N/A
500053,Surgical Care Improvement Project Process of Care Measures,90
260006,Heart Attack or Chest Pain Process of Care Measures,N/A
230046,Pneumonia Process of Care Measures,100
181322,Heart Failure Process of Care Measures,86
10092,Surgical Care Improvement Project Process of Care Measures,99
450210,Surgical Care Improvement Project Process of Care Measures,33
10029,Surgical Care Improvement Project Process of Care Measures,97
281307,Surgical Care Improvement Project Process of Care Measures,N/A
440067,Pneumonia Process of Care Measures,85
60009,Surgical Care Improvement Project Process of Care Measures,98
390004,Heart Attack or Chest Pain Process of Care Measures,97
50298,Pneumonia Process of Care Measures,91
450123,Heart Attack or Chest Pain Process of Care Measures,90
230105,Surgical Care Improvement Project Process of Care Measures,91
100018,Surgical Care Improvement Project Process of Care Measures,95
07003F,Heart Attack or Chest Pain Process of Care Measures,N/A
170186,Heart Attack or Chest Pain Process of Care Measures,94
23011F,Surgical Care Improvement Project Process of Care Measures,97
50016,Surgical Care Improvement Project Process of Care Measures,90
340144,Heart Attack or Chest Pain Process of Care Measures,24
450137,Heart Failure Process of Care Measures,100
430005,Surgical Care Improvement Project Process of Care Measures,95
10099,Surgical Care Improvement Project Process of Care Measures,10
100073,Heart Attack or Chest Pain Process of Care Measures,N/A
440137,Surgical Care Improvement Project Process of Care Measures,98
130013,Surgical Care Improvement Project Process of Care Measures,100
50046,Pneumonia Process of Care Measures,97
440120,Surgical Care Improvement Project Process of Care Measures,97
200031,Heart Attack or Chest Pain Process of Care Measures,N/A
410011,Pneumonia Process of Care Measures,98
420033,Surgical Care Improvement Project Process of Care Measures,95
450668,Pneumonia Process of Care Measures,93
520044,Pneumonia Process of Care Measures,95
450824,Heart Attack or Chest Pain Process of Care Measures,N/A
49006F,Heart Attack or Chest Pain Process of Care Measures,N/A
360090,Heart Attack or Chest Pain Process of Care Measures,8
50454,Pneumonia Process of Care Measures,93
100231,Heart Attack or Chest Pain Process of Care Measures,95
330235,Heart Attack or Chest Pain Process of Care Measures,100
110226,Pneumonia Process of Care Measures,88
161344,Heart Attack or Chest Pain Process of Care Measures,N/A
190008,Heart Attack or Chest Pain Process of Care Measures,100
171382,Pneumonia Process of Care Measures,N/A
50309,Pneumonia Process of Care Measures,100
390137,Surgical Care Improvement Project Process of Care Measures,91
151307,Surgical Care Improvement Project Process of Care Measures,N/A
110087,Heart Attack or Chest Pain Process of Care Measures,98
111306,Surgical Care Improvement Project Process of Care Measures,N/A
110036,Surgical Care Improvement Project Process of Care Measures,97
240132,Surgical Care Improvement Project Process of Care Measures,98
231312,Surgical Care Improvement Project Process of Care Measures,100
340141,Surgical Care Improvement Project Process of Care Measures,93
330103,Surgical Care Improvement Project Process of Care Measures,97
140158,Heart Attack or Chest Pain Process of Care Measures,97
171373,Heart Attack or Chest Pain Process of Care Measures,100
180078,Surgical Care Improvement Project Process of Care Measures,100
151307,Pneumonia Process of Care Measures,95
110086,Pneumonia Process of Care Measures,94
321302,Heart Failure Process of Care Measures,100
260113,Heart Attack or Chest Pain Process of Care Measures,88
400061,Surgical Care Improvement Project Process of Care Measures,83
50136,Surgical Care Improvement Project Process of Care Measures,100
110201,Pneumonia Process of Care Measures,100
100076,Surgical Care Improvement Project Process of Care Measures,90
110031,Heart Failure Process of Care Measures,100
310016,Heart Failure Process of Care Measures,98
50104,Pneumonia Process of Care Measures,91
170196,Heart Attack or Chest Pain Process of Care Measures,N/A
51004F,Surgical Care Improvement Project Process of Care Measures,99
250079,Heart Attack or Chest Pain Process of Care Measures,N/A
400128,Surgical Care Improvement Project Process of Care Measures,81
50335,Surgical Care Improvement Project Process of Care Measures,98
161313,Pneumonia Process of Care Measures,100
251317,Heart Failure Process of Care Measures,50
250099,Heart Attack or Chest Pain Process of Care Measures,50
240071,Heart Attack or Chest Pain Process of Care Measures,N/A
50090,Surgical Care Improvement Project Process of Care Measures,100
210055,Surgical Care Improvement Project Process of Care Measures,87
61321,Heart Attack or Chest Pain Process of Care Measures,N/A
70034,Heart Attack or Chest Pain Process of Care Measures,99
440010,Heart Attack or Chest Pain Process of Care Measures,N/A
230212,Pneumonia Process of Care Measures,100
170020,Heart Failure Process of Care Measures,100
150004,Surgical Care Improvement Project Process of Care Measures,99
450683,Heart Attack or Chest Pain Process of Care Measures,67
180051,Surgical Care Improvement Project Process of Care Measures,87
171369,Surgical Care Improvement Project Process of Care Measures,N/A
220175,Heart Failure Process of Care Measures,96
60020,Heart Attack or Chest Pain Process of Care Measures,99
360352,Surgical Care Improvement Project Process of Care Measures,95
360084,Surgical Care Improvement Project Process of Care Measures,96
440173,Pneumonia Process of Care Measures,97
161337,Surgical Care Improvement Project Process of Care Measures,N/A
190045,Heart Failure Process of Care Measures,100
10128,Surgical Care Improvement Project Process of Care Measures,67
150048,Heart Failure Process of Care Measures,99
140034,Heart Failure Process of Care Measures,100
10108,Surgical Care Improvement Project Process of Care Measures,100
120010,Surgical Care Improvement Project Process of Care Measures,84
520011,Pneumonia Process of Care Measures,93
300034,Surgical Care Improvement Project Process of Care Measures,98
370001,Surgical Care Improvement Project Process of Care Measures,94
170123,Surgical Care Improvement Project Process of Care Measures,99
190205,Heart Failure Process of Care Measures,100
390265,Heart Attack or Chest Pain Process of Care Measures,N/A
421302,Heart Failure Process of Care Measures,18
271343,Heart Attack or Chest Pain Process of Care Measures,87
670006,Heart Failure Process of Care Measures,100
320006,Heart Attack or Chest Pain Process of Care Measures,8
450040,Heart Attack or Chest Pain Process of Care Measures,N/A
390203,Surgical Care Improvement Project Process of Care Measures,96
440197,Pneumonia Process of Care Measures,99
510039,Pneumonia Process of Care Measures,94
290006,Heart Attack or Chest Pain Process of Care Measures,90
160101,Surgical Care Improvement Project Process of Care Measures,95
310008,Surgical Care Improvement Project Process of Care Measures,99
280081,Surgical Care Improvement Project Process of Care Measures,99
100150,Pneumonia Process of Care Measures,100
220116,Pneumonia Process of Care Measures,95
190064,Heart Attack or Chest Pain Process of Care Measures,77
250017,Surgical Care Improvement Project Process of Care Measures,N/A
110115,Heart Failure Process of Care Measures,100
450876,Pneumonia Process of Care Measures,92
250096,Surgical Care Improvement Project Process of Care Measures,95
161307,Heart Attack or Chest Pain Process of Care Measures,N/A
360040,Surgical Care Improvement Project Process of Care Measures,99
61323,Surgical Care Improvement Project Process of Care Measures,N/A
190019,Surgical Care Improvement Project Process of Care Measures,97
261311,Surgical Care Improvement Project Process of Care Measures,100
10027,Pneumonia Process of Care Measures,100
140208,Heart Attack or Chest Pain Process of Care Measures,N/A
110007,Surgical Care Improvement Project Process of Care Measures,96
33013F,Surgical Care Improvement Project Process of Care Measures,N/A
241359,Surgical Care Improvement Project Process of Care Measures,84
60114,Heart Attack or Chest Pain Process of Care Measures,100
140114,Surgical Care Improvement Project Process of Care Measures,85
410004,Heart Attack or Chest Pain Process of Care Measures,100
